CASEID,Y1,YY1,OCCAT1,OCCAT2,INDCAT,LF,HOUSECL,EDCL,EDUC,AGECL,LIFECL,FAMSTRUCT,KIDS,MARRIED,EXPENSHILO,WSAVED,SAVRES1,SAVRES2,SAVRES3,SAVRES4,SAVRES5,SAVRES6,SAVRES7,SAVRES8,SAVRES9,ASSET,FIN,NFIN,LIQ,CHECKING,SAVING,MMA,CDS,STOCKS,EQUITY,DEQ,BOND,GOVTBND,OBND,MORTBND,RETQLIQ,RETEQ,IRAKH,YESFINRISK,NOFINRISK
217661,20091,2009,1,2,2,1,1,4,12,4,5,5,0,1,3,2,0,0,0,0,0,1,0,0,0,445650,121250,324400,23150,1800,0,750,0,0,2925,0,0,0,0,0,98100,2925,90600,0,0
217666,20101,2010,1,1,2,1,1,4,12,2,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,458754,13054,445700,10054,440,6054,3560,0,0,1940,0,0,0,0,0,1000,1000,1000,0,0
217671,20111,2011,3,4,4,0,1,2,8,6,6,3,0,2,3,2,0,0,0,0,0,0.8,0.2,0,0,304130,1230,302900,1230,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217676,20121,2012,1,2,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,612560,417100,195460,3100,1500,1600,0,0,0,207000,0,0,0,0,0,150000,75000,150000,0,0
217686,20141,2014,1,1,2,1,1,4,13,4,5,4,1,1,3,3,0,0,0,0,0,0,1,0,0,14477620,12600300,1877320,1300000,900000,350000,50000,0,8000000,10074500,8000000,0,0,0,0,2300000,1840000,2300000,0,0
217691,20151,2015,1,2,2,1,2,3,11,1,4,1,1,2,3,3,0,0,0,1,0,0,0,0,0,6338,3238,3100,2660,600,2000,0,0,0,362.2,0,0,0,0,0,578,362.2,0,0,0
217696,20161,2016,1,1,2,1,1,4,13,3,3,4,1,1,1,3,0,0,0,0,0,0,0,1,0,820220,89000,731220,21000,11000,0,10000,0,8000,68000,58000,0,0,0,0,10000,10000,10000,0,0
217701,20171,2017,2,1,1,1,1,1,3,4,5,4,1,1,1,3,0,0,0,0,0,1,0,0,0,18931830,2318030,16613800,260030,200030,0,0,0,0,1428000,0,0,0,0,0,1768000,1428000,1700000,1,0
217706,20181,2018,2,1,2,1,1,4,13,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1289960,406500,883460,77100,3100,9000,65000,0,0,97640,0,0,0,0,0,150000,79600,150000,0,0
217711,20191,2019,3,4,4,0,1,4,13,5,6,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1852764,1155804,696960,265204,26176,208228,30800,0,0,374760,0,0,0,0,0,409600,245760,409600,0,0
217716,20201,2020,4,4,4,0,1,4,13,2,4,1,2,2,3,3,0,0,0,0,0,0,1,0,0,480340,30380,449960,16000,1200,14800,0,0,0,4876,0,0,0,0,0,14380,4876,4500,1,0
217726,20221,2022,1,2,2,1,1,2,8,4,5,3,0,2,3,3,0,0,0,0,0,0,1,0,0,132880,27780,105100,10880,5034,5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217731,20231,2023,2,2,2,1,2,4,12,2,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,21700,2000,19700,1500,1500,0,0,0,0,300,0,0,0,0,0,500,300,500,0,0
217736,20241,2024,1,3,1,1,1,1,1,2,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,132100,2100,130000,2100,900,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217741,20251,2025,1,2,2,1,1,4,13,3,2,5,0,1,1,3,0,0,0,0,0,1,0,0,0,11936215,9044015,2892200,31615,31500,115,0,0,2314000,6349380,6107000,0,0,0,0,533400,242380,153400,0,0
217746,20261,2026,1,1,1,1,1,4,13,2,3,4,3,1,1,2,0,0,0,0,0,1,0,0,0,721900,463200,258700,78000,3000,75000,0,0,18000,143660,18000,0,0,0,0,367200,92860,2200,0,0
217751,20271,2027,1,1,2,1,2,4,13,1,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,30478,15278,15200,9258,7980,1278,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0
217761,20291,2029,1,3,2,1,1,1,6,2,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,185540,9860,175680,2000,2000,0,0,0,0,6360,0,0,0,0,0,6360,6360,0,1,0
217766,20301,2030,2,1,1,1,1,1,3,4,5,4,2,1,3,2,0,0,0,0,0,1,0,0,0,276342,13142,263200,13142,5140,2002,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
217776,20321,2032,1,1,1,1,1,2,8,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,213638,74198,139440,15998,398,15600,0,0,0,7500,0,0,0,0,0,30000,7500,0,0,1
217781,20331,2033,3,4,4,0,1,3,9,6,6,3,0,2,3,3,0,0,0,0,0,0,1,0,0,347200,25000,322200,25000,10000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217786,20341,2034,1,2,2,1,2,2,8,1,3,4,2,1,3,2,0,0,0,0,0,0,1,0,0,2950,2950,0,2550,25,0,25,0,0,10,0,0,0,0,0,400,10,0,0,1
217791,20351,2035,2,1,2,1,1,2,8,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1148200,423000,725200,8000,8000,0,0,0,5000,91050,5000,0,0,0,0,406000,86050,406000,0,1
217796,20361,2036,1,1,2,1,1,4,13,1,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,163296,22496,140800,700,700,0,0,0,0,2260,0,0,0,0,0,12600,2260,0,1,0
217801,20371,2037,1,1,1,1,1,3,9,4,5,3,0,2,1,3,0,0,0,0,0,1,0,0,0,823880,688880,135000,372100,9500,97600,265000,0,0,130538,100000,0,0,0,0,186400,28338,185500,0,0
217811,20391,2039,3,4,4,0,2,2,8,6,6,3,0,2,3,2,0,0,0,0,1,0,0,0,0,3900,1600,2300,1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217816,20401,2040,1,1,2,1,1,4,14,4,5,5,0,1,3,3,0,0,0,0,1,0,0,0,0,399840,3840,396000,3840,2340,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217826,20421,2042,3,4,4,0,2,3,9,5,6,3,0,2,3,1,0,0,0,0,0,1,0,0,0,480010,471510,8500,54310,0,1180,53130,53600,0,181800,0,0,0,0,0,363600,181800,88400,0,1
217836,20441,2044,3,4,4,0,1,4,12,5,6,3,0,2,3,3,0,0,0,0,0,0,1,0,0,267400,224600,42800,134000,33000,101000,0,0,0,13910,0,0,0,0,0,33000,2920,33000,0,1
217846,20461,2046,2,1,1,1,1,4,14,5,5,5,0,1,3,3,0,0,1,0,0,0,0,0,0,30213360,20699200,9514160,513400,513400,0,0,0,17000,309000,309000,0,0,0,0,1137400,0,1137400,0,0
217851,20471,2047,1,3,1,1,1,2,8,2,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,215300,98280,117020,9300,3200,6100,0,3500,0,11450,0,0,0,0,0,79500,11450,39500,0,0
217861,20491,2049,1,1,1,1,2,4,12,2,2,5,0,1,1,2,0,0,0,1,0,0,0,0,0,24430,8470,15960,7000,0,0,7000,0,0,925.8,0,0,0,0,0,1470,925.8,0,0,1
217866,20501,2050,3,4,4,0,1,4,12,5,6,5,0,1,3,3,0,0,0,0,0,1,0,0,0,548500,204900,343600,26500,7000,19000,500,2000,0,60800,0,0,0,0,0,160000,60800,160000,0,0
217871,20511,2051,1,3,2,1,2,2,8,1,3,4,1,1,3,3,0,0,1,0,0,0,0,0,0,36610,1010,35600,1010,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217876,20521,2052,1,2,2,1,2,3,9,1,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,30900,8220,22680,5720,5720,0,0,0,0,875,0,0,0,0,0,2500,875,2500,0,1
217881,20531,2053,3,4,4,0,1,4,13,5,6,3,0,2,1,3,0,0,0,0,0,0,1,0,0,12373400,10430200,1943200,45000,45000,0,0,0,0,2040240,0,0,0,0,0,1701200,340240,1701200,0,0
217886,20541,2054,1,1,2,1,1,4,12,3,1,2,0,2,3,3,0,1,0,0,0,0,0,0,0,712000,327000,385000,12000,10000,2000,0,0,0,312000,0,0,0,0,0,315000,312000,15000,0,0
217896,20561,2056,1,1,2,1,1,4,14,4,5,4,1,1,1,3,0,0,0,0,0,1,0,0,0,4924400,1056800,3867600,120000,20000,100000,0,0,400000,440000,400000,536800,0,0,0,0,0,0,0,0
217901,20571,2057,3,4,4,0,1,4,12,5,6,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1135456,687956,447500,70956,0,70200,756,0,0,512000,0,0,0,0,0,320400,304380,320400,0,0
217906,20581,2058,1,2,2,1,1,4,12,2,3,4,2,1,1,2,0,0,0,0,0,1,0,0,0,861300,309100,552200,28300,3300,25000,0,5000,0,252650,0,0,0,0,0,273000,242450,18000,0,0
217911,20591,2059,4,4,4,1,2,4,12,1,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,22710,14910,7800,14810,770,14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217931,20631,2063,2,1,2,1,1,4,13,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,19085500,4695000,14390500,295000,150000,75000,70000,0,500000,3225000,1675000,0,0,0,0,1325000,1325000,950000,1,0
217936,20641,2064,4,4,4,1,1,4,12,4,5,4,1,1,3,3,0,0,0,0,0,1,0,0,0,688180,260600,427580,20000,20000,0,0,0,0,192480,0,0,0,0,0,240600,192480,0,0,1
217941,20651,2065,1,3,2,1,1,3,9,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,1788000,1237500,550500,27500,7500,0,20000,0,0,484000,0,0,0,0,0,1210000,484000,0,0,0
217956,20681,2068,2,1,1,1,1,4,12,4,5,5,0,1,3,2,0,0,0,0,0,0,0,0,1,1173140,424000,749140,7000,7000,0,0,0,0,172200,0,0,0,0,0,417000,172200,77000,0,0
217961,20691,2069,1,3,1,1,2,3,9,2,3,4,2,1,3,2,0,1,0,0,0,0,0,0,0,5476,5476,0,1476,1402,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
217966,20701,2070,1,1,2,1,1,4,12,3,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,513300,7100,506200,7100,1100,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217971,20711,2071,1,1,1.6,1,1,4,12,1,2,5,0,1,1,3,0,0,0,0,0,1,0,0,0,204832,47432,157400,19032,5000,14032,0,0,8660,20504,8660,0,0,0,0,19740,11844,19740,0,0
217981,20731,2073,2,2,2,1,1,1,7,3,2,5,0,1,1,3,0,0,0,0,0,1,0,0,0,2180360,1611800,568560,161800,76800,45000,40000,0,125000,1120000,200000,0,0,0,0,1250000,920000,150000,0,0
217996,20761,2076,1,2,2,1,1,4,12,2,3,4,5,1,3,3,0,1,0,0,0,0,0,0,0,628000,248000,380000,173000,8000,165000,0,5000,0,53670,0,0,0,0,0,70000,12420,0,0,1
218006,20781,2078,1,2,2,1,1,4,12,5,5,3,0,2,3,2,0,0,0,0,0,0,1,0,0,109550,1250,108300,1000,700,300,0,0,0,0,0,0,0,0,0,250,0,250,0,0
218016,20801,2080,1,1,2,1,1,4,14,3,3,4,4,1,3,3,0,1,0,0,0,0,0,0,0,1434500,838000,596500,25000,3000,22000,0,0,200000,533480,285000,0,0,0,0,528000,248480,400000,0,0
218021,20811,2081,3,4,4,0,1,4,14,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,2416880,1246280,1170600,1016080,64400,719080,232600,0,0,255120,0,0,0,0,0,79800,25520,79800,0,0
218031,20831,2083,2,1,2,1,1,4,14,3,3,4,3,1,3,3,0,0,0,0,1,0,0,0,0,333152840,21276040,311876800,6340040,556840,4324000,1459200,0,4000000,9944000,9944000,0,0,0,0,0,0,0,1,0
218036,20841,2084,2,1,2,1,1,4,12,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,2556370,836570,1719800,288170,18020,174500,95650,0,0,13740,0,0,0,0,0,548400,0,548400,0,0
218051,20871,2087,1,1,1,1,2,3,11,1,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,14150,6790,7360,3150,2900,200,0,0,0,3640,0,0,0,0,0,3640,3640,0,0,0
218061,20891,2089,1,2,2,1,2,2,8,4,5,4,1,1,3,3,0,0,0,0,1,0,0,0,0,24856,21656,3200,1656,1656,0,0,0,0,20000,0,0,0,0,0,20000,20000,20000,0,0
218066,20901,2090,3,4,4,0,1,4,13,5,6,4,1,1,3,2,1,0,0,0,0,0,0,0,0,1651024.2,634784.2,1016240,5584.2,4984.2,600,0,0,12000,15128,12000,0,0,0,0,617200,3128,617200,0,1
218071,20911,2091,1,2,2,1,2,2,8,1,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,39678,1078,38600,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218076,20921,2092,3,4,4,0,1,4,12,6,6,5,0,1,1,3,0,0,0,0,0,0,1,0,0,1639114,999714,639400,33514,9514,0,24000,0,100000,596480,270000,0,0,0,0,696200,326480,500000,0,0
218081,20931,2093,1,2,2,1,2,3.6,10.8,3,2,5,0,1,3,1,0,0,0,0,0,0,1,0,0,2868,2868,0,690,690,0,0,0,0,385,0,0,0,0,0,1920,385,0,0,0
218091,20951,2095,1,1,2,1,1,3,11,3,3,4,2,1,1,2,0,0,0,0,0,1,0,0,0,544280,164280,380000,47980,14780,33200,0,0,35000,100480,62000,0,0,0,0,40100,38480,25000,1,0
218096,20961,2096,3,4,4,0,1,2,8,4,6,5,0,1,3,3,0,0,0,0,0,1,0,0,0,497120,334200,162920,28200,2200,26000,0,0,0,115640,0,0,0,0,0,196000,115640,0,0,0
218106,20981,2098,3,4,4,0,2,1,3,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,1000,1000,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1
218111,20991,2099,2,1,1,1,1,4,13,4,5,4,2,1,3,2,0,0,0,0,0,0,1,0,0,37717400,30755000,6962400,525000,25000,0,500000,0,5000000,20015000,20000000,2000000,0,2000000,0,1230000,15000,1200000,0,0
218116,21001,2100,1,3,1,1,1,3,10,1,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,321050,27050,294000,5000,2000,3000,0,0,0,7100,0,0,0,0,0,19000,7100,15000,0,0
218121,21011,2101,1,1,2,1,1,4,13,2,1,2,0,2,3,3,0,0,0,0,0,1,0,0,0,182440,92040,90400,12260,1200,11060,0,0,2980,41620,8980,0,0,0,0,70800,32640,56400,0,0
218126,21021,2102,1,2,2,1,2,4,13,4,5,3,0,2,3,3,0,0,0,0,1,0,0,0,0,27350,18210,9140,5950,950,0,5000,2260,0,5800,0,0,0,0,0,10000,5800,10000,0,1
218131,21031,2103,1,1,2,1,1,4,12,5,5,3,0,2,3,3,0,0,1,0,0,0,0,0,0,425020,160640,264380,106440,106440,0,0,0,0,54200,54200,0,0,0,0,0,0,0,0,0
218136,21041,2104,1,2,2,1,2,3,9,1,1,2,0,2,3,1,0,0,0,0,0,0,1,0,0,5000,5000,0,1200,700,500,0,0,0,1185,0,0,0,0,0,3800,1185,0,0,0
218141,21051,2105,3,4,4,0,1,3,9,4,6,4,2,1,3,3,0,0,1,0,0,0,0,0,0,665800,174800,491000,26800,26800,0,0,0,0,63800,0,0,0,0,0,148000,63800,0,0,0
218151,21071,2107,1,1,2,1,2,3,11,4,5,3,0,2,1,1,0,0,0,0,0,1,0,0,0,677000,144000,533000,14000,10000,4000,0,0,0,2600,0,0,0,0,0,10000,2600,10000,0,0
218156,21081,2108,1,1,2,1,2,4,12,1,4,1,1,2,3,2,0,0,0,1,0,0,0,0,0,28000,9000,19000,8500,2000,6500,0,0,0,0,0,0,0,0,0,500,0,0,0,0
218166,21101,2110,3,4,4,0,1,1,7,5,6,5,0,1,3,3,0,0,0,0,1,0,0,0,0,377482,226082,151400,11082,500,10582,0,0,0,215000,215000,0,0,0,0,0,0,0,0,0
218176,21121,2112,1,1,2,1,1,3,11,3,3,4,4,1,3,3,0,0,0,0,0,0,1,0,0,316400,6000,310400,6000,3500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218181,21131,2113,1,2,1,1,1,3,9,4,5,3,0,2,3,3,0,0,0,0,0,1,0,0,0,370200,192200,178000,12200,2200,10000,0,0,0,180000,0,0,0,0,0,180000,180000,0,0,0
218186,21141,2114,3,4,4,0,1,4,13,5,6,5,0,1,2,3,0,0,0,0,0,1,0,0,0,1096120,745920,350200,46380,16680,29700,0,0,294400,482940,444400,0,0,0,0,88000,38540,88000,0,0
218191,21151,2115,3,4,4,0,1,4,12,4,6,5,0,1,1,2,0,0,0,0,0,1,0,0,0,2193600,447000,1746600,62000,22000,0,40000,0,0,385000,0,0,0,0,0,385000,385000,385000,0,0
218201,21171,2117,1,1,1,1,1,4,13,1,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,423802,190002,233800,4552,3552,1000,0,0,450,176450,450,0,0,0,0,185000,176000,16000,1,0
218216,21201,2120,3,4,4,0,1,4,12,5,6,3,0,2,3,1,0,1,0,0,0,0,0,0,0,2041544,1107544,934000,79580,29620,49960,0,57000,0,566577,506777,0,0,0,0,128600,59800,128600,0,1
218221,21211,2121,1,3,2,1,1,3,9,3,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,654600,222800,431800,15800,800,15000,0,0,0,102250,0,0,0,0,0,207000,102250,100000,0,0
218226,21221,2122,1,1,2,1,1,4,14,5,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,15895916,8812996,7082920,1669576,11356,0,1658220,0,2700000,6899680,6420280,145040,48200,1040,14200,479400,479400,479400,0,0
218231,21231,2123,1,2,2,1,2,1,7,1,3,4,3,1,3,2,0,0,0,0,0,0,1,0,0,11794,4034,7760,2450,2000,50,0,0,0,384,0,0,0,0,0,384,384,0,0,0
218241,21251,2125,3,4,4,0,1,4,12,6,6,5,0,1,3,3,0,0,0,0,0,0,1,0,0,925760,575600,350160,82000,82000,0,0,0,0,106080,9200,0,0,0,0,484400,96880,484400,0,1
218246,21261,2126,1,2,2,1,2,2,8,4,5,1,1,2,1,1,0,0,1,0,0,0,0,0,0,11285,1605,9680,333,324,0,0,0,0,0,0,0,0,0,0,600,0,0,0,1
218251,21271,2127,2,3,2,1,1,4,12,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,2422400,131000,2291400,81000,1000,80000,0,0,0,65000,0,0,0,0,0,50000,25000,50000,0,0
218271,21311,2131,1,2,2,1,2,3,9,1,3,4,2,1,1,3,0,0,0,0,0,0,1,0,0,18201.66667,1001.666667,17200,1001.666667,950,51.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218276,21321,2132,1,1,2,1,1,4,14,3,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,868700,577820,290880,294940,7340,0,287600,0,0,282880,0,0,0,0,0,282880,282880,282880,0,0
218281,21331,2133,1,1,2,1,1,4,13,3,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,591480,66240,525240,46440,23940,22500,0,0,0,4500,0,0,0,0,0,19600,4500,0,0,0
218286,21341,2134,1,3,2,1,2,2,8,1,3,4,1,1,3,3,0,0,0,0,0,1,0,0,0,15900,1900,14000,900,850,50,0,0,0,650,0,0,0,0,0,1000,650,0,0,1
218291,21351,2135,3,4,4,0,1,2,8,5,6,5,0,1,3,1,0,0,0,0,0,0,1,0,0,542078,257058,285020,12858,6500,78,6280,0,80000,80000,80000,0,0,0,0,153200,0,153200,0,0
218296,21361,2136,1,1,2,1,1,4,13,3,3,4,1,1,3,1,0,0,0,0,0,1,0,0,0,30763308,12283108,18480200,1370108,424108,70000,26000,0,1000000,10171500,9900000,0,0,0,0,513000,271500,483000,0,0
218301,21371,2137,1,2,2,1,1,4,12,4,5,1,1,2,3,3,0,0,0,0,0,0,1,0,0,393920,59420,334500,53100,6320,46220,560,0,0,34807,0,0,0,0,0,6320,3307,6320,0,0
218311,21391,2139,1,1,2,1,1,2,8,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1070600,231800,838800,43400,5000,13400,25000,0,0,26610,0,0,0,0,0,188400,26610,0,0,0
218316,21401,2140,1,1,2,1,1,4,12,3,3,4,1,1,3,3,0,0,0,0,0,1,0,0,0,3182600,2157000,1025600,357000,12000,245000,0,0,600000,1589500,800000,0,0,0,0,800000,789500,250000,0,0
218321,21411,2141,1,1,2,1,2,4,12,1,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,13782,4282,9500,278,278,0,0,0,0,3794,1740,0,0,0,0,2214,2054,2040,0,0
218326,21421,2142,2,2,2,1,1,4,12,4,5,5,0,1,1,2,0,0,0,0,0,1,0,0,0,1097500,318100,779400,15500,3500,12000,0,0,0,58270,0,0,0,0,0,302600,58270,0,0,0
218331,21431,2143,2,2,2,1,1,4,13,5,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,937120,389000,548120,173000,170000,0,3000,0,0,216000,0,0,0,0,0,216000,216000,216000,0,0
218336,21441,2144,1,1,2,1,1,4,13,3,3,4,1,1,1,3,0,0,0,0,0,1,0,0,0,578100,97100,481000,67100,15100,52000,0,0,0,10500,0,0,0,0,0,30000,10500,30000,0,0
218341,21451,2145,1,2,2,1,1,3,9,2,2,5,0,1,2,3,0,0,0,0,0,1,0,0,0,366000,64100,301900,21700,1500,9000,11200,0,1400,32400,8400,0,0,0,0,32000,24000,32000,0,0
218346,21461,2146,1,3,1,1,2,2,8,3,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,99340,83100,16240,20000,20000,0,0,0,0,29800,0,0,0,0,0,61600,29800,60000,0,0
218356,21481,2148,2,1,1,1,1,3,9,4,5,5,0,1,3,1,0,0,0,0,0,0,1,0,0,120848920,75689560,45159360,1079560,0,0,1079560,0,0,2895200,0,0,0,0,0,154000,77000,154000,0,0
218366,21501,2150,1,3,2,1,1,2,8,3,3,4,1,1,1,2,0,0,0,0,0,0,1,0,0,278720,104900,173820,6000,1000,5000,0,0,0,22050,18450,0,0,0,0,36000,3600,18000,0,0
218376,21521,2152,1,1,2,1,1,4,13,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,4547580,3614580,933000,1360580,283200,0,1077380,0,1654000,2254000,2254000,0,0,0,0,0,0,0,0,0
218381,21531,2153,1,1,2,1,2,4,12,1,1,2,0,2,1,2,0,0,0,0,0,0,1,0,0,12800,3600,9200,3600,3000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218386,21541,2154,1,1,1,1,1,4,13,1,2,5,0,1,3,3,0,0,0,0,1,0,0,0,0,313120,26900,286220,8000,1000,7000,0,0,2500,18900,2500,0,0,0,0,16400,16400,2500,1,0
218391,21551,2155,2,2,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,11537880,1603940,9933940,355940,0,0,346000,10000,900000,938000,900000,0,0,0,0,38000,38000,38000,0,0
218396,21561,2156,1,2,2,1,1,2,8,1,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,157350,2950,154400,2950,450,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218401,21571,2157,1,1,2,1,1,4,12,2,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,488908,183908,305000,15908,8908,0,7000,0,0,43920,0,0,0,0,0,168000,43920,36000,0,0
218406,21581,2158,3,4,4,0,1,4,14,4,6,4,2,1,3,3,0,0,0,0,0,1,0,0,0,45175310,2026330,43148980,948794,2094,554000,392700,0,500000,774770,500000,0,0,0,0,500000,45000,0,0,0
218411,21591,2159,2,1,2,1,1,4,14,3,3,4,4,1,1,3,0,0,0,0,0,1,0,0,0,13194804.2,7001204.2,6193600,716284.2,39884.2,676400,0,0,0,2734768,0,0,0,0,0,1388200,54768,0,0,0
218421,21611,2161,1,1,2,1,1,4,13,4,5,4,1,1,3,3,0,0,0,0,0,0,0,1,0,38572160,875000,37697160,65000,65000,0,0,0,0,810000,0,0,0,0,0,810000,810000,10000,0,0
218436,21641,2164,1,3,2,1,1,3,9,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,904900,139700,765200,120000,10000,0,110000,0,10000,18544,10000,0,0,0,0,1700,544,0,0,0
218441,21651,2165,1,1,2,1,1,4,13,3,4,1,2,2,3,3,0,0,0,0,0,1,0,0,0,464470,46570,417900,9770,7970,1800,0,0,1800,17550,1800,0,0,0,0,35000,15750,0,0,0
218446,21661,2166,2,1,2,1,1,2,8,6,5,1,1,2,1,1,0,0,0,0,0,1,0,0,0,452306,8426,443880,6926,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218451,21671,2167,2,1,1,1,1,4,12,2,3,4,3,1,3,3,0,0,0,0,0,1,0,0,0,9518600,2168600,7350000,307400,100000,207400,0,0,0,1230240,401600,0,0,0,0,616000,241140,94000,0,0
218456,21681,2168,1,1,2,1,1,4,12,3,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,430580,108980,321600,9000,4000,5000,0,0,0,73260,0,0,0,0,0,99980,73260,83000,0,0
218461,21691,2169,3,4,4,0,1,2,8,6,6,5,0,1,3,3,0,0,0,0,1,0,0,0,0,109174,9534,99640,4534,734,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218466,21701,2170,1,2,2,1,2,4,13,2,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,123070,54210,68860,3514,900,308,2300,0,0,342,0,0,0,0,0,570,342,0,0,0
218471,21711,2171,2,1,2,1,1,4,12,4,5,3,0,2,1,2,0,0,0,0,0,1,0,0,0,4517000,1567000,2950000,117000,117000,0,0,0,0,435000,0,0,0,0,0,1450000,435000,1450000,0,0
218476,21721,2172,1,3,2,1,1,4,12,4,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,150318,10958,139360,1798,1798,0,0,0,0,5538,0,0,0,0,0,9160,5538,0,0,0
218481,21731,2173,2,2,2,1,1,4,12,3,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,65982840,5092240,60890600,2135640,0,1914000,221640,0,960000,2956600,960000,0,0,0,0,1996600,1996600,588600,1,0
218486,21741,2174,1,1,2,1,1,4,12,5,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,66608000,60600200,6007800,28152200,96600,0,28055600,0,50000,456000,50000,31992000,0,0,0,406000,406000,406000,0,0
218491,21751,2175,3,4,4,0,1,4,14,5,6,5,0,1,3,3,0,0,0,0,0,0,1,0,0,37900000,28100000,9800000,1100000,100000,0,1000000,0,25000000,25000000,25000000,0,0,0,0,0,0,0,0,0
218496,21761,2176,2,1,2,1,2,4,12,3,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,31000,7000,24000,7000,3000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218501,21771,2177,3,4,4,0,1,4,13,5,6,4,1,1,1,3,0,0,0,0,0,1,0,0,0,1406980,1162860,244120,424860,288460,136400,0,0,0,469720,0,14000,0,0,0,709000,449000,709000,0,1
218506,21781,2178,1,2,2,1,1,4,12,3,3,4,2,1,3,3,0,0,0,0,1,0,0,0,0,220966,11806,209160,8500,7700,800,0,0,0,946,0,0,0,0,0,1892,946,0,0,1
218511,21791,2179,2,1,2,1,1,1,7,2,2,5,0,1,1,3,0,0,1,0,0,0,0,0,0,392280,11480,380800,6480,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218516,21801,2180,1,2,2,1,1,4,14,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,3584800,2291200,1293600,260400,30000,179000,51400,0,554000,1488500,1272900,0,0,0,0,270000,160000,170000,0,0
