CASEID,Y1,YY1,OCCAT1,OCCAT2,INDCAT,LF,HOUSECL,EDCL,EDUC,AGECL,LIFECL,FAMSTRUCT,KIDS,MARRIED,EXPENSHILO,WSAVED,SAVRES1,SAVRES2,SAVRES3,SAVRES4,SAVRES5,SAVRES6,SAVRES7,SAVRES8,SAVRES9,ASSET,FIN,NFIN,LIQ,CHECKING,SAVING,MMA,CDS,STOCKS,EQUITY,DEQ,BOND,GOVTBND,OBND,MORTBND,RETQLIQ,RETEQ,IRAKH,YESFINRISK,NOFINRISK,RISK_RATIO,RISK_RATIO_EXT,RISK_LABEL,RISK_LABEL_EXT,RISK_LABEL_NAME
145301,301,30,1,2,2,1,2,4,12,4,5,3,0,2,2,1,0,0,0,0,0,1,0,0,0,30730.99619,22451.00357,8280.001667,1000.996298,0,1.004226106,1000.001119,0,200.0038427,949.9978967,949.9978967,0,0,0,0,499.996036,0,499.996036,1,0,4.231427312,4.231427312,1,1,Very Conservative
145326,351,35,4,4,4,0,1,4,12,4,6,3,0,2,2,3,0,0,0,0,1,0,0,0,0,3689299.999,12599.99963,3676700.001,12599.99963,12400.00121,0,200.0038427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145331,361,36,1,3,1,1,1,2,8,3,2,5,0,1,2,2,0,0,0,0,0,1,0,0,0,160797.0008,6256.999937,154540.0009,257.0022689,249.998018,7.000632083,0,0,0,5999.997668,0,0,0,0,0,5999.997668,5999.997668,0,0,0,95.89256398,100,5,5,Very Aggressive
145346,401,40,4,4,4,1,1,4,13,4,5,4,1,1,3,3,0,0,0,0,0,1,0,0,0,582680.0003,383999.9955,198679.9976,4999.996549,4999.996549,0,0,0,0,220600.0044,10000.00214,0,0,0,0,351000.0038,210600.0023,0,1,0,57.44791849,100,4,5,Aggressive
145351,411,41,1,1,1,1,1,2,8,2,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,397360.0007,34799.99914,362559.9979,4800.001753,900.0037213,3899.998032,0,0,0,29999.99739,0,0,0,0,0,29999.99739,29999.99739,29999.99739,0,0,86.20689117,100,5,5,Very Aggressive
145356,421,42,3,4,4,0,1,4,14,6,6,5,0,1,3,3,0,0,1,0,0,0,0,0,0,448259.9988,48260.00172,400000.0043,36259.99914,23740.00106,12519.9999,0,0,12000.00438,12000.00438,12000.00438,0,0,0,0,0,0,0,1,0,24.86532108,24.86532108,2,2,Conservative
145361,431,43,3,4,4,0,1,2,8,6,6,5,0,1,3,1,0,0,0,0,0,0,1,0,0,300319.9999,26519.99928,273799.9988,1009.998145,1000.001119,9.997025654,0,0,300.0012404,300.0012404,300.0012404,0,0,0,0,0,0,0,0,1,1.131226428,1.131226428,1,1,Very Conservative
145366,441,44,3,4,4,0,1,2,8,5,6,3,0,2,3,3,0,0,0,0,0,0,1,0,0,746300.002,601100.0005,145199.9996,8999.997406,8999.997406,0,0,0,0,591699.999,0,0,0,0,0,592099.9977,591699.999,287800,0,1,98.43620006,100,5,5,Very Aggressive
145371,451,45,4,4,4,0,1,3,9,1,1,2,0,2,3,2,0,1,0,0,0,0,0,0,0,88080.0005,2679.997209,85399.99786,2199.997034,699.9998787,1499.997155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145376,461,46,1,1,2,1,1,4,12,3,3,4,2,1,1,1,0,0,0,0,0,1,0,0,0,312320.0007,124499.9991,187820.0016,4500.000513,4500.000513,0,0,0,0,42000.00177,0,0,0,0,0,119999.9986,42000.00177,0,0,1,33.73494142,67.46988285,3,4,Moderate
145386,491,49,1,2,2,1,1,3,9,2,3,4,4,1,3,3,0,1,0,0,0,0,0,0,0,56860.99928,18200.99926,38659.99821,1.004226106,0,0,0,0,0,10299.99977,0,0,0,0,0,18200.00046,10299.99977,0,0,1,56.59029824,100,4,5,Aggressive
145396,511,51,1,1,1,1,1,2,8,4,5,3,0,2,1,3,0,0,0,0,0,1,0,0,0,201679.9992,66680.00008,134999.9973,13400.00414,499.996036,0,4500.000513,0,0,20364.00097,0,0,0,0,0,46000.00263,20364.00097,18999.99955,0,0,30.53989344,61.07978688,3,4,Moderate
145401,521,52,2,1,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,317400.0006,91000.00232,226399.9982,20999.99636,20999.99636,0,0,0,0,50000.00167,0,0,0,0,0,50000.00167,50000.00167,50000.00167,0,0,54.94505538,100,4,5,Aggressive
145411,541,54,1,1,2,1,1,4,12,4,5,4,2,1,3,3,0,0,0,0,0,1,0,0,0,4570899.999,3028500.001,1542399.998,32499.99566,7500.00387,0,20000.00429,0,60000.00382,1685000.004,109999.9964,0,0,0,0,2874999.997,1574999.998,275000.0002,0,0,55.63810478,100,4,5,Aggressive
145416,551,55,2,1,2,1,2,2,4,3,4,1,3,2,3,2,0,0,0,0,0,0,1,0,0,574939.9991,47600.0008,527340.0001,3100.000755,1300.00236,1799.998396,0,0,0,12480.00094,0,0,0,0,0,0,0,0,0,0,26.21848893,26.21848893,2,2,Conservative
145421,561,56,1,2,2,1,2,3,9,1,2,5,0,1,2,3,0,0,0,0,0,0,1,0,0,58833.9996,9733.999838,49099.99795,9399.999663,1399.999757,7999.999906,0,0,0,0,0,0,0,0,0,334.0001748,0,0,1,0,0,0,1,1,Very Conservative
145431,581,58,1,2,2,1,1,3,9,4,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,648400.0001,531999.9983,116400.0018,20999.99636,0,20000.00429,1000.001119,0,0,53800.00231,0,0,0,0,0,104999.9999,53800.00231,104999.9999,0,1,10.11278242,20.22556484,2,2,Conservative
145436,591,59,2,2,2,1,1,2,8,3,3,4,2,1,3,1,0,0,0,0,0,1,0,0,0,485150.0006,155290.0004,329860.0002,750.0031011,249.998018,499.996036,0,0,0,141380.0013,0,0,0,0,0,11380.00242,11380.00242,0,0,0,91.04256618,98.37079233,5,5,Very Aggressive
145441,611,61,2,1,2,1,1,4,12,6,5,3,0,2,3,3,0,0,0,0,0,0,0,0,1,6305099.999,2313499.999,3991599.998,363700.0008,27299.99889,336400.0019,0,0,0,6180.000221,0,0,0,0,0,20599.99953,6180.000221,0,0,1,0.267127738,0.534255476,1,1,Very Conservative
145446,621,62,1,2,2,1,1,4,13,2,1,2,0,2,3,3,0,0,0,0,0,1,0,0,0,887020.0006,688020.0004,198999.9965,24839.99957,11220.00116,0,0,0,47400.00057,388591.9994,337399.9994,0,0,0,0,127980.0008,51191.99816,127980.0008,0,0,56.47975337,63.92023448,4,4,Aggressive
145451,631,63,3,4,4,0,1,2,6,5,6,5,0,1,3,3,0,0,0,0,0,0,1,0,0,399940.0023,150999.9971,248939.9998,4999.996549,4000.004477,1000.001119,0,0,0,55500.00331,0,0,0,0,0,135999.9984,55500.00331,50000.00167,0,1,36.75496978,73.50993957,3,5,Moderate
145456,641,64,1,2,2,1,1,2,8,4,5,3,0,2,3,2,0,0,0,0,0,0,1,0,0,668531.9977,266291.9991,402240.0003,36999.99979,36999.99979,0,0,60999.99951,0,62390.00043,0,0,0,0,0,160799.999,62390.00043,160799.999,0,1,23.42916822,46.85833644,2,3,Conservative
145461,651,65,1,1,2,1,2,4,13,4,5,3,0,2,3,3,0,0,0,0,1,0,0,0,0,14815.99914,3816.001303,11000.00326,1315.997601,1300.00236,16.0006693,0,0,0,0,0,0,0,0,0,2499.998274,0,0,0,1,0,0,1,1,Very Conservative
145466,661,66,1,1,2,1,2,4,14,1,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,28897.99765,8298.001741,20599.99953,7999.999906,4000.004477,4000.004477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145471,671,67,1,1,2,1,1,4,12,1,1,2,0,2,1,2,0,0,0,0,0,0,1,0,0,238859.9997,21659.99909,217199.9988,11599.9967,10700.00202,900.0037213,0,0,8439.999313,8439.999313,8439.999313,0,0,0,0,0,0,0,0,0,38.96583411,38.96583411,3,3,Moderate
145476,681,68,2,1,2,1,1,4,13,5,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,49757599.99,37540000,12217600,1339999.998,300000.001,0,39999.99953,0,6999999.999,17180000,11900000,5200000.002,0,0,0,2000000.004,0,2000000.004,0,0,45.76451784,45.76451784,3,3,Moderate
145481,691,69,1,1,2,1,1,4,12,2,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,962800.0009,537000.0039,425799.997,67000.0026,26000.00196,41000.00065,0,0,29999.99739,229299.9988,220000.0019,0,0,0,0,239999.9972,9299.998647,10000.00214,0,0,42.70018568,44.432029,3,3,Moderate
145486,701,70,1,2,2,1,2,3,9,1,4,1,1,2,3,3,0,0,0,1,0,0,0,0,0,276710.0036,20989.99933,255719.997,17690.00378,2490.001249,15200.00254,0,0,1300.00236,1300.00236,1300.00236,0,0,0,0,0,0,0,0,1,6.193436878,6.193436878,1,1,Very Conservative
145491,711,71,1,2,2,1,1,3,9,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,151700.0006,8660.000826,143039.9998,8660.000826,7099.999803,1560.001022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145496,721,72,1,1,2,1,2,4,12,1,1,2,0,2,1,3,0,0,0,0,0,0,1,0,0,246199.9987,83000.00242,163199.9963,35000.00298,14999.99869,20000.00429,0,2000.002238,14999.99869,27000.00308,14999.99869,0,0,0,0,15999.99981,12000.00438,4000.004477,1,0,32.53012324,46.98795942,3,3,Moderate
145501,731,73,3,4,4,0,1,2,5,4,6,4,1,1,3,2,0,0,0,0,0,0,1,0,0,7127260.001,5300400.001,1826860.002,87799.99874,87799.99874,0,0,999999.9973,916400.0014,2957399.998,2957399.998,0,0,0,0,254999.9995,0,254999.9995,0,1,55.79578896,55.79578896,4,4,Aggressive
145506,741,74,3,4,4,0,1,3,9,4,6,5,0,1,3,3,0,0,0,0,0,0,1,0,0,1331717.999,753458.0008,578259.9996,25657.99873,2135.999785,8466.000626,15056.00013,0,25700.00072,137435.0013,63499.99959,0,0,0,0,664300.0007,73934.99992,59699.99715,0,0,18.24056565,28.05332228,2,2,Conservative
145521,771,77,1,2,2,1,1,4,12,4,5,5,0,1,1,3,0,0,0,0,1,0,0,0,0,773919.9998,347579.9987,426340.0011,16580.001,7959.999137,8619.998248,0,0,0,99299.99985,0,0,0,0,0,331000.0013,99299.99985,0,0,0,28.56896261,57.13792521,2,4,Conservative
145526,781,78,1,2,2,1,1,2,8,3,2,5,0,1,3,2,0,0,0,0,0,0,1,0,0,134449.998,20249.99869,114200.0011,5049.999771,1249.999137,3800.000634,0,0,0,7599.999458,0,0,0,0,0,15199.99892,7599.999458,15199.99892,0,1,37.53086395,75.06172791,3,5,Moderate
145531,791,79,1,2,2,1,1,1,3,4,5,5,0,1,3,3,0,0,0,0,0,0,0,1,0,370960.0001,14299.99881,356660.0013,2300.003479,1300.00236,1000.001119,0,0,0,2519.999563,0,0,0,0,0,12000.00438,2519.999563,0,0,1,17.62237603,35.24475206,2,3,Conservative
145539,804,80,4,4,4,0,1,3,9,1,4,1,2,2,1,2,0,0,0,0,1,0,0,0,0,81960.00415,960.0039694,81000.00018,960.0039694,960.0039694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145541,811,81,3,4,4,0,1,2,8,4,6,5,0,1,3,2,0,0,0,0,0,0,0,1,0,501791.9994,94472.001,407320.0039,40652.00102,4488.000463,36163.99875,0,32800.00233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
145546,821,82,2,2,2,1,1,3,9,5,5,3,0,2,3,3,0,0,0,0,0,0,1,0,0,2674279.998,440000.0039,2234279.999,5999.997668,5999.997668,0,0,0,27000.00308,34000.00186,27000.00308,0,0,0,0,6999.998787,6999.998787,6999.998787,1,0,7.727273082,9.318181884,1,1,Very Conservative
145556,841,84,1,2,2,1,1,3,9,3,4,1,4,2,1,3,0,0,0,0,1,0,0,0,0,140648.0001,14188.00137,126460.0006,14188.00137,4440.000264,828.0016142,8919.999488,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145561,851,85,1,1,2,1,2,4,12,1,3,4,2,1,3,3,0,0,0,1,0,0,0,0,0,36309.99875,28629.99956,7679.999186,14409.99867,2911.998772,11497.99989,0,0,0,10969.99952,1219.997204,0,0,0,0,12999.99645,9750.004126,0,0,0,38.31645019,72.37165199,3,5,Moderate
145571,871,87,1,3,1,1,1,2,8,3,3,4,1,1,1,1,0,0,0,0,0,0,1,0,0,212400.0007,65799.99945,146600.0012,600.0024809,600.0024809,0,0,0,0,13209.99913,0,0,0,0,0,65199.99878,13209.99913,0,0,1,20.07598669,40.15197338,2,3,Conservative
145576,881,88,2,1,2,1,1,4,14,3,2,5,0,1,1,2,0,0,0,0,0,0,1,0,0,1773560.001,59000.0027,1714559.998,23999.99972,12000.00438,12000.00438,0,0,35000.00298,35000.00298,35000.00298,0,0,0,0,0,0,0,0,0,59.32203624,59.32203624,4,4,Aggressive
145581,891,89,2,1,1,1,1,4,12,3,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,16430900,2978499.999,13452400,329999.9984,2000.002238,0,327999.9961,0,199999.9976,1042500.001,660999.9979,0,0,0,0,687499.9959,381499.9972,7500.00387,0,0,35.00083937,47.80929992,3,3,Moderate
145586,901,90,3,4,4,0,2,2,8,6,6,3,0,2,3,2,0,0,0,0,1,0,0,0,0,15299.99993,15299.99993,0,15299.99993,300.0012404,14999.99869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145594,914,91,3,4,4,0,2,1,3,6,6,3,0,2,1,2,0,0,0,0,0,0,1,0,0,20250.00231,16450.00167,3800.000634,450.0018607,450.0018607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145596,921,92,2,1,2,1,1,4,12,2,3,4,4,1,3,3,0,0,0,0,0,0,1,0,0,43714854,25697654,18017200,552453.9996,500600.0011,45053.99992,6800.000372,0,25000000,25145200,25000000,0,0,0,0,145200.0015,145200.0015,145200.0015,1,0,97.8501773,98.41520943,5,5,Very Aggressive
145601,931,93,1,3,1,1,1,2,5,1,1,2,0,2,1,3,0,0,0,0,0,0,1,0,0,148400.0014,6800.003991,141599.9974,6800.003991,799.9972765,5999.997668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
145606,941,94,3,4,4,0,1,3,9,6,6,5,0,1,1,2,0,0,0,0,0,0,1,0,0,26492200,12632200,13860000,5202200.001,2199.998843,0,5200000.002,0,0,999999.9973,999999.9973,0,0,0,0,0,0,0,0,1,7.916277429,7.916277429,1,1,Very Conservative
145611,951,95,3,4,4,0,1,4,13,6,6,5,0,1,3,3,1,0,0,0,0,0,0,0,0,16012599.99,14432000,1580600.003,130000.0007,0,100000.0033,29999.99739,0,100000.0033,3449999.998,3350000.004,0,0,0,0,2861999.998,0,2762000.002,0,0,23.90521063,23.90521063,2,2,Conservative
145616,961,96,3,4,4,0,2,2,8,6,6,3,0,2,3,3,0,0,0,0,0,1,0,0,0,6373939.999,4725999.996,1647939.998,300000.001,189999.9955,0,0,510000.0008,67000.0026,416000.0042,67000.0026,3500000,0,0,300000.001,28000.00419,28000.00419,0,0,1,8.802369963,9.394837255,1,1,Very Conservative
145626,981,98,3,4,4,0,1,3,11,5,6,5,0,1,3,2,0,0,0,0,0,1,0,0,0,469200.0004,201400.001,267800.0011,15799.99597,3800.000634,12000.00438,0,25000.00084,0,81400.00063,0,0,0,0,0,143799.9999,81400.00063,69999.99692,0,0,40.41708054,80.83416108,3,5,Moderate
145631,991,99,3,4,4,0,1,2,8,4,6,4,2,1,3,3,0,0,0,0,0,1,0,0,0,425579.9973,36999.99617,388580.0012,2000.002238,1000.001119,0,1000.001119,0,0,16439.99741,0,0,0,0,0,34000.00186,16439.99741,4000.004477,0,0,44.43243003,88.86486005,3,5,Moderate
145641,1011,101,2,1,2,1,1,4,13,4,5,4,1,1,3,3,0,0,0,0,0,0,1,0,0,41677656,3293076,38384579.99,788475.9984,86349.99938,0,702125.9972,0,768200.0002,789260.0005,768200.0002,1338400.001,0,1338400.001,0,95799.99865,21060.00023,95799.99865,0,0,23.96725737,24.60678103,2,2,Conservative
145651,1031,103,1,1,2,1,1,4,13,3,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,6823000,2784000.003,4038999.997,84000.00354,2000.002238,82000.0013,0,0,0,1645999.996,0,0,0,0,0,699999.9963,419999.9996,699999.9963,0,0,59.12356302,74.20976988,4,5,Aggressive
145656,1041,104,2,1,2,1,1,4,12,5,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,1911220.001,621200.0022,1290020.001,124199.9979,3199.998153,0,120999.9997,0,0,0,0,0,0,0,0,474999.9978,0,474999.9978,0,0,0,0,1,1,Very Conservative
145661,1051,105,2,2,2,1,2,2,8,2,4,1,2,2,3,3,0,0,0,0,0,1,0,0,0,20672.00164,6931.999109,13739.99891,4679.997638,2300.003479,2380.001397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145666,1061,106,1,3,2,1,1,2,8,3,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,505110.0005,168439.9992,336669.9958,2040.001197,1000.001119,0,1040.000078,0,0,166199.9996,0,0,0,0,0,166199.9996,166199.9996,159999.9981,0,0,98.67014983,100,5,5,Very Aggressive
145671,1071,107,1,3,1,1,1,2,8,2,3,4,1,1,3,2,0,0,0,0,0,1,0,0,0,164459.9979,16799.99709,147660.0008,799.9972765,799.9972765,0,0,0,0,15999.99981,0,0,0,0,0,15999.99981,15999.99981,0,0,0,95.23811062,100,5,5,Very Aggressive
145681,1091,109,3,4,4,0,1,2,8,4,6,5,0,1,1,3,0,0,0,0,0,1,0,0,0,93400.0032,3000.003357,90399.99984,1000.001119,1000.001119,0,0,0,0,0,0,0,0,0,0,2000.002238,0,2000.002238,0,1,0,0,1,1,Very Conservative
145696,1121,112,1,3,1,1,1,3,11,1,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,208192.0002,75291.99889,132900.0013,5999.997668,1499.997155,4500.000513,0,0,0,37072.0019,0,0,0,0,0,69291.99942,37072.0019,0,0,0,49.23763805,98.47527611,3,5,Moderate
145701,1131,113,1,1,2,1,1,4,14,2,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,7812799.997,1949600.002,5863200.003,845999.9968,29999.99739,5999.997668,807999.9995,0,0,223999.9974,47999.99944,0,0,0,0,1005600.004,175999.9979,197600.004,0,0,11.48953617,20.51702888,2,2,Conservative
145706,1141,114,1,1,2,1,1,4,13,2,3,4,3,1,3,3,0,0,0,0,0,0,0,0,1,45861400,26757000,19104400,3233000.001,55599.99889,1181399.999,1996000.003,0,0,18938280,13396000,1986000.001,0,1986000.001,0,5691999.999,4493600.001,4700800.001,0,0,70.77878687,87.57289683,5,5,Very Aggressive
145711,1151,115,1,1,2,1,2,2,8,5,5,5,0,1,1,2,0,0,0,0,1,0,0,0,0,14392.0004,10552.00262,3839.999593,552.000473,552.000473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145716,1161,116,1,1,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,14266600,11028000,3238599.997,2027999.999,76000.00363,0,1952000.004,350000.0027,20000.00429,2949999.999,20000.00429,0,0,0,0,529999.996,529999.996,180000.0024,0,0,26.75009067,31.55603913,2,3,Conservative
145721,1171,117,4,4,4,0,2,3,9,1,1,2,0,2,3,1,0,0,0,0,0,0,1,0,0,1000.001119,1000.001119,0,1000.001119,1000.001119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
145726,1181,118,1,3,2,1,1,3,9,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,231374.0007,78864.00039,152509.9985,33823.99812,2424.000976,3599.996791,27800.00035,0,0,15579.99988,0,0,0,0,0,37999.99729,15579.99988,0,0,0,19.75552826,39.51105652,2,3,Conservative
145731,1191,119,1,1,2,1,1,4,12,1,2,5,0,1,3,3,0,0,0,0,1,0,0,0,0,358760.0009,36199.9989,322560.002,12500.00042,3499.999393,9000.001025,0,0,0,13529.99985,0,0,0,0,0,22500.00256,13529.99985,20000.00429,0,0,37.37569134,74.75138268,3,5,Moderate
145736,1201,120,1,1,2,1,1,4,12,6,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,55858999.99,44787999.99,11071000,1310000,209999.9998,0,1100000.001,499999.9986,999999.9973,18972000,16222000,0,0,0,0,3500000,1950000.002,1499999.996,0,0,42.3595606,46.71340538,3,3,Moderate
145741,1211,121,2,1,2,1,1,4,13,5,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,94853999.99,2317600.001,92536399.98,568799.9996,82600.00016,34999.99936,451199.9983,0,999999.9973,1224579.999,999999.9973,0,0,0,0,280600.001,84180.00066,280600.001,0,0,52.83828094,56.4704867,4,4,Aggressive
